project_id,pipeline_id,pipeline_start,pipeline_finish,pipeline_duration,cicd_server_avg_watts_consumption,monitoring_pc_avg_watts_consumption
8,2539,1715454014,1715454542,528,69.8685533846154,14.501738188679244
8,2540,1715454561,1715455094,533,68.5303212222222,14.560407566037735
8,2541,1715455108,1715455640,532,69.6943565,14.58168037037037
8,2542,1715455655,1715456185,530,69.40186171698114,14.565816622641512
8,2543,1715456203,1715456736,533,69.158074,14.515163074074072
8,2544,1715456750,1715457279,529,68.95387641509434,14.464581981481484
8,2545,1715457297,1715457835,538,68.91595079629629,14.527293074074072
8,2546,1715457845,1715458372,527,69.61222971153846,14.447092826923074
8,2547,1715458391,1715458922,531,68.93799928301887,14.823936773584908
8,2548,1715458938,1715459466,528,69.43942725490196,15.022172759259263
8,2549,1715459485,1715460017,532,69.1182083962264,14.836289537037038
8,2550,1715460032,1715460560,528,69.04561950943396,15.014387622641513
8,2551,1715460579,1715461105,526,69.55312956603775,14.694544245283021
8,2552,1715461126,1715461653,527,69.57888211320751,14.455404169811317
8,2553,1715461673,1715462207,534,69.376037245283,14.511558944444443
8,2554,1715462221,1715462748,527,68.79209294339621,14.957603094339623
8,2555,1715462767,1715463297,530,69.31556520754714,14.939736703703703
8,2556,1715463314,1715463849,535,68.46622823076923,14.948837481481482
8,2557,1715463862,1715464385,523,69.13914398113208,14.850059115384616
8,2558,1715464409,1715464936,527,69.4499320754717,15.096525351851854
8,2559,1715464956,1715465485,529,69.15327650943397,15.106307849056604
8,2560,1715465503,1715466028,525,69.76166394230768,14.823916415094342
8,2561,1715466050,1715466581,531,68.6699787735849,14.774158425925926
8,2562,1715466598,1715467126,528,68.72235992452832,15.33698424074074
8,2563,1715467146,1715467682,536,69.38004342307693,15.231115351851848
8,2564,1715467693,1715468213,520,70.06324207692309,15.335481192307691
8,2565,1715468240,1715468767,527,69.15351560377358,15.038259037037037
8,2566,1715468787,1715469311,524,69.52729519230768,14.769583264150949
8,2567,1715469334,1715469857,523,70.15396946153848,14.47118324528302
8,2568,1715469882,1715470402,520,69.39556388461541,14.456778807692304
8,2569,1715470429,1715470955,526,68.9575457735849,14.435314
8,2570,1715470976,1715471509,533,69.14404016981133,14.489544611111112
8,2571,1715471523,1715472060,537,68.60538513461539,14.52020948148148
8,2572,1715472070,1715472596,526,69.47313366037736,14.521175814814812
8,2573,1715472617,1715473149,532,69.08275423076921,14.509568111111106
8,2574,1715473165,1715473691,526,69.4531294423077,14.518025471698113
8,2575,1715473712,1715474231,519,68.96115478846154,14.472515442307692
8,2576,1715474260,1715474786,526,69.18364033962263,14.562029518518518
8,2577,1715474807,1715475341,534,69.25549858490565,14.434402703703705
8,2578,1715475354,1715475878,524,69.30293861538463,14.397479660377359
8,2579,1715475901,1715476428,527,68.98536040384614,14.499051711538462
8,2580,1715476449,1715476983,534,68.01152944444443,14.556338388888893
8,2581,1715476996,1715477522,526,68.8891161923077,14.57888969811321
8,2582,1715477543,1715478068,525,69.89157921153847,14.780933245283016
8,2583,1715478090,1715478610,520,69.63159421153847,14.620027377358486
8,2584,1715478638,1715479167,529,69.45089675471696,14.65781724074074
8,2585,1715479184,1715479709,525,69.95393905769232,14.598336433962269
8,2586,1715479732,1715480260,528,69.33831428846155,14.472910849056603
8,2587,1715480279,1715480812,533,69.09927543396228,14.387244833333332
8,2588,1715480826,1715481353,527,69.36653433962263,14.359800339622643
