project_id,pipeline_id,pipeline_start,pipeline_finish,pipeline_duration,cicd_server_avg_watts_consumption,monitoring_pc_avg_watts_consumption
21,1850,1715972412,1715972802,390,58.40706825641026,14.49031123076923
21,1851,1715973439,1715973865,426,51.02235930952382,14.414289255813953
21,1852,1715974525,1715974906,381,51.422157026315794,14.701991710526313
21,1853,1715975551,1715975927,376,52.51762761111111,14.627341972972976
21,1854,1715976577,1715976970,393,50.339940025641035,14.966652025641023
21,1855,1715977603,1715978054,451,53.17365827272728,14.70800151111111
21,1856,1715978690,1715979056,366,50.70151767567567,14.645687945945948
21,1857,1715979716,1715980089,373,52.180632432432425,14.374877972972977
21,1858,1715980742,1715981125,383,56.06609667567567,14.396922131578949
21,1859,1715981768,1715982138,370,50.65268154054054,14.408997783783782
21,1860,1715982795,1715983167,372,49.4554311111111,14.499545162162162
21,1861,1715983821,1715984188,367,51.03013788888889,14.433138297297296
21,1862,1715984847,1715985221,374,48.70610565789474,14.499208447368423
21,1863,1715985873,1715986244,371,51.12597189189191,14.423381918918919
21,1864,1715986899,1715987272,373,49.317768763157886,14.451099078947367
21,1865,1715987926,1715988299,373,50.062107111111104,14.47383348648649
21,1866,1715988951,1715989403,452,53.18677506666668,14.447243717391306
21,1867,1715990038,1715990407,369,49.64920227777778,14.44808627027027
21,1868,1715991064,1715991442,378,50.01276486842105,14.582418447368418
21,1869,1715992090,1715992471,381,50.831181717948716,14.33962017948718
21,1870,1715993117,1715993490,373,50.44502286486487,14.567129540540543
21,1871,1715994142,1715994524,382,56.02288918421053,14.428482947368423
21,1872,1715995169,1715995547,378,49.680265972972975,14.433161368421054
21,1873,1715996195,1715996564,369,50.04010951351351,14.430894729729731
21,1874,1715997221,1715997591,370,50.266391055555545,14.434906184210528
21,1875,1715998247,1715998619,372,50.43449116216217,14.634576702702699
21,1876,1715999273,1715999649,376,50.57111481081081,14.41710148648649
21,1877,1716000299,1716000667,368,50.0989055945946,14.492213378378379
21,1878,1716001325,1716001693,368,49.94431778378378,14.516913459459458
21,1879,1716002352,1716002720,368,51.25090094285714,14.345496111111114
21,1880,1716003378,1716003749,371,50.00167118918919,14.351010783783783
21,1881,1716004404,1716004775,371,51.38355730555556,14.311643486486485
21,1882,1716005430,1716005804,374,50.006570499999995,14.465416263157895
21,1883,1716006456,1716006832,376,50.44618613157895,14.818211342105263
21,1884,1716007483,1716007850,367,50.91797327777779,14.945013361111112
21,1885,1716008509,1716008886,377,49.88596239473684,15.256699473684213
21,1886,1716009535,1716009906,371,49.85725075000001,14.850679648648649
21,1887,1716010561,1716010935,374,51.33851116216218,14.501276263157896
21,1888,1716011588,1716011964,376,49.573708,14.794389432432434
21,1889,1716012614,1716012991,377,50.14746800000001,14.602705131578949
21,1890,1716013640,1716014015,375,49.44115386842106,14.7428695
21,1891,1716014666,1716015043,377,49.239681621621614,14.890237578947367
21,1894,1716016174,1716016545,371,50.25497132432432,14.410141216216214
21,1895,1716017200,1716017572,372,49.32952755263157,14.661932631578944
21,1896,1716018226,1716018600,374,50.169830459459455,14.64852764864865
21,1897,1716019252,1716019627,375,50.332193416666684,14.868911459459461
21,1899,1716020579,1716020955,376,50.02381528947368,14.437079184210528
21,1900,1716021605,1716021980,375,50.075088388888894,14.486945837837842
21,1901,1716022631,1716023011,380,49.38134218421053,14.402259179487181
21,1902,1716023657,1716024035,378,49.36617118918919,14.46666834210526
