project_id,pipeline_id,pipeline_start,pipeline_finish,pipeline_duration,cicd_server_avg_watts_consumption,monitoring_pc_avg_watts_consumption
8,2433,1715108414,1715108950,536,68.46685557692308,14.525476870370369
8,2434,1715108961,1715109493,532,68.36072512962959,14.524417886792449
8,2435,1715109508,1715110042,534,68.85464499999999,14.496965740740743
8,2436,1715110055,1715110586,531,70.03950162264152,14.56201988888889
8,2437,1715110602,1715111132,530,69.56730643396226,14.582990471698112
8,2438,1715111149,1715111675,526,69.43307949056604,14.540854415094344
8,2439,1715111696,1715112223,527,69.26779432075472,14.490977716981133
8,2440,1715112245,1715112778,533,70.43461975,14.346839907407404
8,2441,1715112791,1715113317,526,69.68723420754718,14.355114132075474
8,2442,1715113338,1715113867,529,68.36073596153845,14.47647572222222
8,2443,1715113885,1715114418,533,69.50936849056605,14.491117074074069
8,2444,1715114432,1715114971,539,69.09199425925925,14.445815518518518
8,2445,1715114979,1715115517,538,69.24580548148151,14.432317763636366
8,2446,1715115526,1715116063,537,68.94073831481481,14.483209944444441
8,2447,1715116073,1715116601,528,70.26465665384616,14.371297075471697
8,2448,1715116620,1715117154,534,69.04803030188681,14.270711207547173
8,2449,1715117167,1715117700,533,70.00351935849058,14.408089870370368
8,2451,1715117896,1715118428,532,70.10230198113206,14.493418296296293
8,2452,1715118443,1715118973,530,69.91615788679246,14.529517452830191
8,2453,1715118991,1715119517,526,69.68241049056603,14.441534415094337
8,2454,1715119537,1715120072,535,69.85893298113209,14.297503166666669
8,2455,1715120084,1715120615,531,69.97967345283017,14.32550175471698
8,2456,1715120631,1715121162,531,68.55039882692309,14.456695490566037
8,2457,1715121179,1715121717,538,69.20326464814816,14.432642018181818
8,2458,1715121726,1715122259,533,69.63554443396225,14.515840981481483
8,2459,1715122273,1715122806,533,70.13351237735849,14.498175166666663
8,2460,1715122820,1715123353,533,69.3689591296296,14.514563944444447
8,2461,1715123367,1715123896,529,70.13152873584907,14.406617462962966
8,2462,1715123914,1715124451,537,69.97161554716983,14.290041148148148
8,2463,1715124462,1715124993,531,69.22965431481481,14.392107547169807
8,2464,1715125009,1715125543,534,69.065528,14.393728407407407
8,2465,1715125556,1715126087,531,69.45466079245284,14.4491972037037
8,2466,1715126105,1715126634,529,69.87042913207547,14.47129050943396
8,2467,1715126651,1715127181,530,69.69839211320753,14.929109320754712
8,2468,1715127198,1715127729,531,68.58769703846156,14.93012475925926
8,2469,1715127745,1715128273,528,69.71298718867924,14.996588037735846
8,2470,1715128293,1715128821,528,70.40595351923076,14.886862471698112
8,2471,1715128839,1715129375,536,68.83323639622641,14.648754796296293
8,2472,1715129386,1715129920,534,69.64874124528302,14.674926148148149
8,2473,1715129934,1715130465,531,70.03837518867924,14.751400849056607
8,2474,1715130481,1715131019,538,68.63214633333332,14.725104
8,2475,1715131029,1715131552,523,69.83786671153845,14.587573358490566
8,2476,1715131575,1715132114,539,68.92107557407407,14.558812407407405
8,2477,1715132122,1715132653,531,69.00658498148145,14.356377150943395
8,2478,1715132669,1715133203,534,68.97420214814814,14.323376796296294
8,2479,1715133216,1715133745,529,68.4754308076923,14.567213415094338
8,2480,1715133764,1715134313,549,68.4371543090909,14.483505527272728
8,2481,1715134370,1715134904,534,69.02275400000002,14.888612314814813
8,2482,1715134918,1715135453,535,69.40152966666668,14.663755188679248
8,2483,1715135464,1715135999,535,69.60975018867923,14.395256370370369
