project_id,pipeline_id,pipeline_start,pipeline_finish,pipeline_duration,cicd_server_avg_watts_consumption,monitoring_pc_avg_watts_consumption
8,2757,1716231614,1716232138,524,69.29783557692309,14.451995865384616
8,2758,1716232161,1716232696,535,68.70386303773583,14.466576592592592
8,2759,1716232709,1716233240,531,68.98261596226412,14.391655169811317
8,2760,1716233256,1716233784,528,68.80711494339621,14.417145283018872
8,2761,1716233803,1716234328,525,68.69070645283021,14.545388826923077
8,2762,1716234350,1716234878,528,69.34448896226417,14.619425509433963
8,2763,1716234897,1716235428,531,68.82501407692308,14.430330018867926
8,2764,1716235443,1716235975,532,68.6909418703704,14.437740773584906
8,2765,1716235991,1716236520,529,68.86028333962264,14.456311981132075
8,2766,1716236538,1716237064,526,68.9244872264151,14.29659745283019
8,2767,1716237085,1716237742,657,78.33561503076925,14.37358887878788
8,2768,1716237752,1716238287,535,68.57881648148147,14.33233362264151
8,2769,1716238299,1716238835,536,69.38707627777778,14.345906851851852
8,2770,1716238846,1716239377,531,67.57319638461537,14.375995735849054
8,2771,1716239394,1716239932,538,79.31681186792454,14.634220944444444
8,2772,1716239941,1716240473,532,68.91219656603772,14.588698685185184
8,2773,1716240490,1716241018,528,69.50032247169813,14.598431075471698
8,2774,1716241035,1716241563,528,69.8063885576923,14.58805271698113
8,2775,1716241582,1716242115,533,68.76173320370373,14.524874358490566
8,2776,1716242129,1716242663,534,69.45006777358489,14.44935146296296
8,2777,1716242676,1716243201,525,70.1359384509804,14.412938981132076
8,2778,1716243224,1716243762,538,69.75413405660377,14.357980351851854
8,2779,1716243771,1716244301,530,69.17682779245284,14.473734074074073
8,2780,1716244918,1716245454,536,68.69768642592592,14.481513685185185
8,2781,1716245466,1716245992,526,69.70530388461539,14.483831943396227
8,2782,1716246012,1716246542,530,69.31848245283018,14.513555094339624
8,2783,1716246559,1716247092,533,69.59659138461537,14.456543018867922
8,2784,1716247106,1716247639,533,69.26515128301887,14.44212811320755
8,2785,1716247654,1716248188,534,68.28582276923076,14.399385811320752
8,2786,1716248200,1716248736,536,68.55889185185185,14.37915964814815
8,2787,1716248748,1716249283,535,69.63128183018871,14.344453666666666
8,2788,1716249295,1716249826,531,69.54129366037735,14.405632509433964
8,2789,1716249842,1716250362,520,68.84137011538463,14.368094173076924
8,2790,1716250389,1716250922,533,69.58243560377358,14.386978444444445
8,2791,1716250936,1716251461,525,69.7248793076923,14.352581792452831
8,2792,1716251484,1716252014,530,69.3701915576923,14.32225454716981
8,2793,1716252031,1716252559,528,69.017101245283,14.484985886792455
8,2794,1716252578,1716253111,533,69.63550933962264,14.404611351851855
8,2795,1716253125,1716253658,533,69.6414163018868,14.347514113207549
8,2796,1716253672,1716254202,530,69.87258032075471,14.432503377358492
8,2797,1716254220,1716254746,526,69.71692056603776,14.449131509433963
8,2798,1716254767,1716255298,531,69.56461339622642,14.575788283018865
8,2799,1716255314,1716255845,531,69.24259403773586,14.668680603773582
8,2800,1716255861,1716256390,529,68.68882315384613,14.621503566037736
8,2801,1716256408,1716256939,531,69.36518373584906,14.44405896226415
8,2802,1716256955,1716257484,529,69.60870294339622,14.358698150943399
8,2803,1716257502,1716258036,534,68.65790824074074,14.751601358490566
8,2804,1716258049,1716258577,528,69.45678930188681,14.772292075471702
8,2805,1716258596,1716259121,525,69.26852869230767,14.755421754716979
8,2806,1716259145,1716259668,523,70.1444366923077,14.671977442307693
